recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
2,4.864375620447323,0,1,Urban,0,Web,No Offer,1
4,5.032135825542258,0,1,Urban,0,Phone,Buy One Get One,0
1,5.18037806868335,0,1,Surburban,0,Phone,Discount,0
1,5.203567030002226,0,1,Surburban,0,Web,Discount,0
5,6.266858934220605,1,1,Urban,1,Multichannel,Discount,0
3,3.4008639927609177,0,1,Urban,1,Web,No Offer,0
3,5.290083561620933,1,0,Urban,1,Phone,No Offer,0
12,3.4008639927609177,1,0,Surburban,1,Web,Discount,0
11,3.4008639927609177,1,0,Surburban,1,Phone,No Offer,0
11,5.3616676820487985,0,1,Surburban,1,Web,No Offer,1
7,3.4008639927609177,0,1,Surburban,1,Web,No Offer,0
9,4.9934213133615675,0,1,Urban,1,Web,Discount,0
2,5.3230099791384085,1,0,Surburban,0,Phone,Buy One Get One,0
12,3.4008639927609177,1,0,Surburban,0,Phone,Discount,0
8,5.68836422192782,0,1,Urban,1,Phone,Buy One Get One,0
1,3.8192496052757914,0,1,Surburban,0,Web,Discount,0
5,3.4008639927609177,1,0,Surburban,0,Web,Discount,0
2,4.9506021639807765,0,1,Rural,0,Web,Discount,1
1,5.274280788719795,1,0,Surburban,1,Phone,No Offer,0
4,5.990739284168387,1,0,Rural,0,Web,Buy One Get One,0
2,4.006787581872569,0,1,Urban,1,Phone,No Offer,0
11,5.4514675460417115,0,1,Rural,0,Phone,No Offer,0
8,4.309187088496924,0,1,Surburban,0,Web,Buy One Get One,0
10,3.4008639927609177,1,0,Surburban,1,Phone,Discount,0
5,3.4008639927609177,1,0,Surburban,0,Web,No Offer,0
5,5.601860484930817,0,1,Rural,1,Multichannel,Discount,1
1,5.443802033290018,1,1,Surburban,1,Web,No Offer,0
4,6.233331712420294,1,0,Urban,1,Web,No Offer,0
2,3.7775769088752233,0,1,Rural,0,Phone,Discount,0
9,6.4377836492244125,0,1,Urban,1,Phone,No Offer,0
6,5.198386527922987,1,0,Rural,0,Phone,Discount,0
11,5.1407274459732655,0,1,Urban,1,Phone,No Offer,0
1,6.786287964698591,1,1,Surburban,1,Multichannel,Discount,1
2,3.4008639927609177,0,1,Rural,1,Phone,No Offer,0
3,5.070914758313443,0,1,Urban,1,Phone,Discount,1
10,5.577160490332613,1,0,Urban,1,Phone,No Offer,0
7,3.596490004820589,1,0,Rural,1,Web,Discount,1
1,6.595862477815298,1,0,Surburban,1,Multichannel,Buy One Get One,0
3,3.4008639927609177,1,0,Surburban,0,Web,No Offer,0
6,5.6522084391101535,1,0,Rural,1,Phone,No Offer,0
6,5.719229223645226,1,0,Urban,0,Phone,Discount,0
11,3.4008639927609177,1,0,Surburban,0,Phone,Discount,1
1,6.404203139182645,0,1,Surburban,1,Web,No Offer,0
6,3.4008639927609177,0,1,Surburban,0,Web,Discount,0
4,4.2115348296335045,0,1,Surburban,0,Web,Discount,0
3,4.268577942166303,0,1,Urban,0,Phone,Buy One Get One,0
5,6.073850660705929,0,1,Urban,1,Web,No Offer,0
4,6.178276009174788,1,0,Surburban,1,Multichannel,Discount,0
9,4.885601031725679,1,0,Surburban,0,Web,Buy One Get One,0
10,5.506306670090569,1,1,Urban,1,Web,Discount,0
2,5.338835314850925,0,1,Rural,0,Multichannel,Buy One Get One,0
4,3.4008639927609177,0,1,Surburban,0,Web,No Offer,0
3,5.289478417880832,1,0,Surburban,1,Phone,Discount,0
4,5.90658725497488,0,1,Surburban,0,Web,Buy One Get One,1
7,5.219111808367062,1,0,Surburban,1,Phone,No Offer,0
10,5.304647290242906,1,0,Urban,0,Phone,Buy One Get One,0
11,4.7091697760065765,1,0,Urban,0,Phone,No Offer,0
11,6.339000356085174,1,0,Surburban,1,Multichannel,Discount,0
4,6.863897430918253,1,0,Urban,1,Multichannel,No Offer,0
11,3.4008639927609177,1,0,Surburban,0,Web,Discount,0
12,3.4008639927609177,1,0,Rural,0,Web,Buy One Get One,0
4,4.373742415086184,0,1,Rural,1,Phone,No Offer,0
8,3.4008639927609177,0,1,Surburban,0,Web,Buy One Get One,0
8,4.453649378346849,0,1,Surburban,1,Web,No Offer,0
11,5.008700089461746,1,0,Surburban,1,Phone,Discount,0
12,4.487062097507763,0,1,Urban,0,Web,No Offer,1
6,4.646120172317046,1,0,Surburban,1,Phone,No Offer,0
1,6.049473987610882,1,1,Urban,0,Multichannel,Buy One Get One,0
3,5.2795422112217025,0,1,Rural,1,Phone,Discount,0
5,7.166273696111546,1,0,Surburban,1,Multichannel,Discount,0
7,4.651194624299371,1,0,Rural,0,Web,Buy One Get One,0
12,3.8273361972609523,1,0,Rural,0,Web,Discount,0
4,4.960534271126723,0,1,Surburban,0,Phone,No Offer,0
8,5.349533157932307,1,1,Urban,1,Multichannel,Buy One Get One,0
7,4.082946517269732,0,1,Rural,1,Web,No Offer,0
5,5.8019068726494,0,1,Surburban,0,Web,Discount,1
8,4.8635264290580436,0,1,Urban,0,Phone,No Offer,0
3,6.09616234321571,1,0,Urban,0,Multichannel,No Offer,0
10,5.549776228842293,1,1,Urban,0,Phone,Buy One Get One,0
8,3.995628589282943,0,1,Urban,0,Web,Discount,0
10,3.4008639927609177,0,1,Rural,1,Phone,Discount,0
3,4.668802046232865,0,1,Urban,1,Web,Buy One Get One,0
4,5.285536032183304,0,1,Urban,0,Phone,Buy One Get One,1
4,4.478699521934143,0,1,Rural,0,Phone,Buy One Get One,0
3,4.5954228345332115,0,1,Surburban,0,Phone,Buy One Get One,0
1,5.283406753812282,0,1,Surburban,0,Web,No Offer,0
4,4.809905337618946,1,0,Urban,0,Phone,Discount,1
6,6.8137412587998805,1,1,Surburban,1,Multichannel,No Offer,0
2,5.312713246831769,0,1,Surburban,0,Web,No Offer,1
10,4.5944125293351314,1,0,Surburban,0,Web,Discount,0
9,5.615970777495802,1,0,Surburban,1,Multichannel,Buy One Get One,0
2,6.645520006194862,0,1,Urban,1,Multichannel,Buy One Get One,0
4,3.4008639927609177,1,0,Urban,0,Web,Discount,0
3,4.600358628990869,1,0,Surburban,1,Phone,Buy One Get One,0
2,3.4008639927609177,0,1,Rural,0,Phone,No Offer,1
6,4.768054048889571,1,0,Surburban,0,Phone,Buy One Get One,0
2,6.4621085962411176,1,0,Urban,1,Web,No Offer,1
11,5.133324791875857,1,0,Urban,0,Phone,No Offer,0
5,5.855387058788096,1,1,Urban,0,Web,No Offer,0
2,3.4008639927609177,0,1,Surburban,1,Web,No Offer,1
1,5.802420444553201,1,0,Urban,0,Web,Discount,0
4,6.1723892954857815,1,1,Rural,1,Web,No Offer,0
8,5.50565668631728,0,1,Urban,1,Phone,Discount,0
1,6.072306934952083,0,1,Urban,0,Phone,Buy One Get One,0
2,3.4008639927609177,0,1,Surburban,1,Web,No Offer,0
10,4.850779482017964,0,1,Surburban,1,Phone,Buy One Get One,0
10,5.033700567027251,1,0,Surburban,0,Web,Buy One Get One,0
2,3.4008639927609177,1,0,Surburban,1,Phone,Buy One Get One,0
3,6.10412336524692,0,1,Surburban,0,Multichannel,Buy One Get One,0
7,6.251614824051288,1,1,Surburban,1,Phone,Buy One Get One,0
3,5.233031899849407,1,0,Surburban,0,Web,No Offer,0
9,6.285420646626116,1,0,Urban,1,Multichannel,No Offer,0
7,3.8486571298063263,1,0,Surburban,1,Web,Buy One Get One,0
10,4.469350462845557,1,0,Surburban,1,Phone,No Offer,0
3,4.390490713086011,0,1,Rural,0,Phone,Discount,0
7,5.575001684790276,1,0,Surburban,0,Multichannel,Discount,0
5,3.7383836490170252,1,0,Rural,1,Web,Buy One Get One,1
5,3.4008639927609177,1,0,Urban,0,Web,Discount,0
3,3.4008639927609177,1,0,Urban,0,Phone,Discount,0
1,4.855072506602992,0,1,Urban,1,Phone,Discount,0
3,5.5791636279905354,1,0,Surburban,0,Web,Buy One Get One,1
1,3.4008639927609177,1,0,Urban,0,Phone,Buy One Get One,0
5,5.859360706474645,1,0,Surburban,1,Multichannel,Buy One Get One,0
9,4.485259889315534,0,1,Surburban,0,Phone,Buy One Get One,0
2,3.5339784928959737,1,0,Surburban,1,Web,Discount,0
9,4.184337600748806,0,1,Urban,1,Web,Buy One Get One,0
3,6.123676319416487,1,1,Surburban,1,Web,Discount,0
3,6.672981862185758,0,1,Rural,1,Web,Discount,1
6,5.323595173732305,0,1,Surburban,0,Web,Discount,0
3,6.114854059284884,1,1,Surburban,1,Multichannel,No Offer,0
7,5.642616039418714,0,1,Urban,0,Web,No Offer,0
9,3.6230067099632284,1,0,Rural,1,Web,Buy One Get One,1
12,6.179022370697183,1,0,Urban,0,Multichannel,No Offer,1
1,6.603035553168237,1,1,Urban,1,Web,Discount,0
10,4.297965447047447,1,0,Surburban,1,Web,No Offer,0
2,6.8023503178921825,1,0,Surburban,1,Multichannel,Discount,0
7,3.4008639927609177,0,1,Rural,0,Phone,No Offer,0
7,5.33194554752802,1,0,Urban,1,Web,Buy One Get One,0
1,3.4008639927609177,0,1,Urban,0,Web,Discount,1
9,5.044585733465803,0,1,Surburban,1,Web,Discount,0
10,4.315218874092267,1,0,Urban,0,Web,Buy One Get One,0
9,4.420646205638937,1,0,Surburban,0,Web,No Offer,0
6,3.9969154724461085,1,0,Urban,1,Phone,Buy One Get One,0
1,5.526766816652428,0,1,Surburban,1,Multichannel,Discount,0
4,3.4008639927609177,0,1,Rural,1,Phone,Buy One Get One,0
8,4.026244149518169,0,1,Urban,1,Phone,Discount,0
6,3.4008639927609177,0,1,Urban,1,Web,Discount,0
10,3.4008639927609177,0,1,Rural,0,Web,No Offer,0
4,5.8654477065244945,0,1,Urban,0,Multichannel,Discount,0
10,5.850448068130755,0,1,Urban,0,Web,Discount,1
6,5.053311568376692,1,0,Urban,1,Web,No Offer,0
6,5.882681514648826,0,1,Urban,0,Multichannel,Buy One Get One,0
10,5.215642029879128,1,0,Surburban,0,Web,No Offer,0
2,3.4008639927609177,1,0,Urban,1,Phone,No Offer,0
1,6.51740535868282,1,1,Urban,1,Phone,Buy One Get One,1
12,6.2286687820705255,0,1,Urban,1,Multichannel,Discount,0
5,4.656718447868668,1,0,Surburban,1,Phone,Discount,0
11,4.894925108600803,0,1,Surburban,0,Phone,Buy One Get One,0
12,3.4008639927609177,1,0,Surburban,1,Web,Discount,0
3,5.79414102139568,0,1,Surburban,0,Phone,Buy One Get One,1
9,3.4008639927609177,1,0,Surburban,1,Phone,Discount,0
5,5.043425116919247,1,0,Urban,0,Web,Discount,0
3,6.356211821937587,1,0,Surburban,1,Phone,No Offer,0
2,4.638314784580394,1,0,Urban,0,Phone,Buy One Get One,1
6,6.471186425822639,1,1,Surburban,1,Phone,No Offer,0
10,4.692723082995953,1,0,Surburban,1,Phone,Buy One Get One,0
5,3.4008639927609177,0,1,Surburban,0,Web,Buy One Get One,0
1,5.821772896214049,1,0,Rural,0,Multichannel,Discount,1
5,4.861671140956298,0,1,Urban,1,Web,Buy One Get One,0
4,6.247597901247849,0,1,Surburban,1,Multichannel,No Offer,0
4,5.724858800258117,1,0,Urban,0,Phone,Buy One Get One,1
3,4.127618138985026,0,1,Surburban,0,Web,Buy One Get One,1
10,5.236335574192156,1,0,Surburban,1,Phone,Discount,0
7,4.984428201927082,1,0,Urban,1,Phone,No Offer,0
6,4.139795825126018,1,0,Surburban,0,Web,Buy One Get One,0
8,5.739760757321436,0,1,Surburban,0,Phone,Discount,0
9,5.121580188047982,1,0,Surburban,1,Web,No Offer,0
10,3.750444809772091,0,1,Rural,1,Phone,Buy One Get One,0
12,4.421607859758004,0,1,Urban,1,Web,Discount,0
10,3.4008639927609177,0,1,Rural,1,Web,No Offer,0
1,4.819797577533961,0,1,Surburban,0,Web,Discount,0
4,5.1977785411694235,1,0,Surburban,0,Web,Discount,1
3,6.0921240302071595,1,0,Urban,0,Multichannel,Buy One Get One,0
3,3.45883716110857,0,1,Urban,1,Web,No Offer,0
4,4.292785500895938,0,1,Rural,1,Phone,Buy One Get One,0
8,3.4008639927609177,0,1,Surburban,1,Phone,Buy One Get One,0
4,6.780955464077653,1,0,Urban,1,Web,Buy One Get One,0
1,6.60323896920219,1,1,Surburban,1,Phone,Buy One Get One,0
9,3.719408659148759,0,1,Surburban,0,Phone,Discount,0
9,5.196450740144466,1,0,Urban,1,Phone,Buy One Get One,0
8,4.488186830502272,1,0,Surburban,0,Phone,No Offer,0
1,5.180940498394464,1,0,Urban,0,Phone,Buy One Get One,0
5,4.017823424314358,0,1,Surburban,1,Web,Discount,0
5,6.152860346130782,0,1,Surburban,0,Multichannel,Buy One Get One,1
8,5.253006143838033,0,1,Rural,0,Phone,Discount,0
4,5.208009653516503,0,1,Rural,0,Web,Discount,1
4,3.4008639927609177,0,1,Urban,1,Phone,Buy One Get One,1
10,5.34877281003653,0,1,Surburban,0,Web,Buy One Get One,0
1,5.970930152135132,0,1,Surburban,0,Web,Buy One Get One,0
1,6.271668729703804,1,0,Rural,1,Multichannel,Buy One Get One,0
5,6.894801743019555,1,1,Urban,1,Multichannel,Buy One Get One,0
10,3.4008639927609177,0,1,Urban,1,Phone,No Offer,0
6,6.909034460480517,1,0,Rural,1,Web,Discount,1
5,5.0325924614482975,1,0,Surburban,0,Phone,No Offer,0
1,5.008165580195328,1,0,Surburban,0,Web,Discount,0
9,4.2431955089544555,0,1,Surburban,1,Phone,Buy One Get One,0
1,4.1126755189068245,1,0,Urban,1,Web,Buy One Get One,0
8,3.936325297951111,1,0,Urban,1,Web,Buy One Get One,1
1,6.810528263221033,1,1,Urban,1,Multichannel,No Offer,0
6,5.582593645864985,1,1,Surburban,1,Web,Discount,0
3,5.427589702252176,0,1,Surburban,1,Web,Buy One Get One,0
1,7.261435743940541,1,1,Surburban,1,Multichannel,Discount,0
3,3.4008639927609177,1,0,Rural,0,Web,Discount,0
5,6.376318701312022,1,1,Urban,1,Multichannel,Discount,0
8,5.855530269867149,1,1,Urban,1,Phone,No Offer,0
7,3.4008639927609177,0,1,Surburban,1,Web,Discount,0
10,5.112409386218662,1,0,Surburban,1,Phone,Buy One Get One,0
10,5.134444579822542,0,1,Urban,1,Web,Buy One Get One,1
9,4.900894830083057,1,0,Urban,0,Phone,Buy One Get One,0
6,4.175770927584296,1,0,Urban,0,Phone,Buy One Get One,0
3,6.41040511861757,1,1,Urban,1,Multichannel,Buy One Get One,0
1,7.103083547241498,0,1,Surburban,1,Phone,Discount,0
6,3.6019589820832345,0,1,Surburban,0,Web,Discount,0
1,6.603659231262101,1,1,Urban,1,Web,Buy One Get One,0
4,4.151197373814884,0,1,Rural,0,Phone,Buy One Get One,0
5,5.666980168132096,0,1,Surburban,1,Web,Buy One Get One,0
7,5.267084664116938,1,0,Urban,0,Phone,Buy One Get One,0
1,6.77266839148821,0,1,Urban,1,Multichannel,Discount,0
3,4.843005286045291,0,1,Urban,1,Web,Discount,0
3,4.425205848767815,0,1,Urban,0,Web,Buy One Get One,0
6,5.983583573657106,1,1,Urban,0,Web,No Offer,0
3,6.723543937669715,1,0,Surburban,1,Web,Discount,0
10,3.777805663308338,0,1,Surburban,1,Phone,Discount,0
3,5.347536010335536,0,1,Surburban,0,Phone,Buy One Get One,0
8,4.010238052925101,1,0,Urban,0,Web,Buy One Get One,0
10,4.599554447202456,1,0,Surburban,1,Phone,No Offer,0
6,5.457540872096015,1,1,Rural,0,Phone,Discount,0
10,3.4008639927609177,0,1,Surburban,0,Web,Buy One Get One,0
1,7.234566714261039,0,1,Rural,1,Phone,Discount,0
1,4.0930103392089645,1,0,Urban,0,Web,Discount,0
3,5.239522320037532,1,0,Urban,0,Phone,Buy One Get One,0
1,6.237367135542707,0,1,Surburban,1,Phone,Buy One Get One,0
10,4.890499492856275,1,0,Urban,1,Phone,Discount,0
6,4.986410905205391,1,0,Surburban,0,Phone,Discount,0
8,4.492337377713747,1,0,Surburban,0,Phone,Discount,0
9,6.350169928313121,0,1,Rural,1,Web,No Offer,0
2,3.4008639927609177,1,0,Surburban,1,Phone,Buy One Get One,0
1,6.0967700612532525,1,0,Surburban,0,Phone,Buy One Get One,0
3,6.587949384102082,0,1,Rural,1,Multichannel,Buy One Get One,1
2,3.5058576522055884,0,1,Surburban,0,Phone,Discount,0
3,6.251460625018581,1,0,Rural,1,Multichannel,Discount,0
4,5.934735452861893,1,0,Urban,0,Phone,Buy One Get One,0
1,6.000572939471973,1,0,Urban,0,Multichannel,Discount,1
9,4.097007679641584,0,1,Urban,1,Web,Buy One Get One,0
5,3.4008639927609177,0,1,Urban,0,Phone,Buy One Get One,0
9,5.002939087461785,1,0,Rural,0,Web,No Offer,0
11,3.917010546939185,1,0,Surburban,0,Web,Discount,0
1,5.710195202428391,0,1,Surburban,0,Web,Buy One Get One,0
1,5.0601236271874495,1,0,Urban,0,Phone,No Offer,0
3,4.62477671562701,1,0,Surburban,1,Web,No Offer,0
10,5.406992383173693,1,0,Urban,1,Multichannel,Discount,0
3,5.854670695589989,1,0,Surburban,1,Multichannel,No Offer,0
12,4.982989993275931,1,0,Surburban,0,Phone,No Offer,0
1,5.675211517668165,1,1,Rural,0,Phone,No Offer,0
1,4.938709554524666,1,0,Urban,1,Web,No Offer,0
9,3.4008639927609177,0,1,Surburban,1,Web,Buy One Get One,0
1,5.464086010000923,1,0,Urban,0,Web,Discount,0
11,6.708731005201454,1,0,Urban,1,Web,Discount,0
2,6.242067611318342,1,0,Surburban,1,Multichannel,Discount,0
5,6.5855783754509725,0,1,Surburban,1,Multichannel,No Offer,0
9,5.8998973535824915,1,1,Urban,0,Web,Buy One Get One,0
12,3.8019849002192085,1,0,Surburban,1,Web,No Offer,0
2,4.058026299547989,1,0,Rural,0,Web,Discount,0
10,5.695212523973134,0,1,Surburban,0,Phone,No Offer,0
9,4.16682025054415,0,1,Urban,1,Web,Discount,0
6,5.805797400062931,1,1,Urban,0,Web,Buy One Get One,0
4,4.308649164869106,0,1,Surburban,1,Web,No Offer,0
3,5.877231452946558,1,1,Surburban,0,Web,Discount,1
3,5.7303919480814,0,1,Rural,0,Phone,Buy One Get One,0
5,5.497086254720592,0,1,Surburban,0,Web,No Offer,0
7,3.763754988759043,0,1,Surburban,1,Web,No Offer,0
1,5.13373749123024,0,1,Urban,0,Phone,Discount,0
2,3.861992071822581,0,1,Surburban,0,Phone,Buy One Get One,0
3,5.932987617349006,1,0,Urban,0,Multichannel,No Offer,0
9,5.439122243139058,1,0,Urban,0,Phone,No Offer,0
8,3.4008639927609177,1,0,Surburban,1,Phone,Buy One Get One,0
6,4.7964514841535175,0,1,Urban,1,Phone,Buy One Get One,0
12,6.977738326749379,0,1,Surburban,1,Multichannel,No Offer,1
1,4.711240449715158,0,1,Urban,0,Web,Buy One Get One,0
5,3.4008639927609177,1,0,Surburban,0,Web,Buy One Get One,0
7,3.4008639927609177,0,1,Urban,1,Phone,No Offer,0
8,3.4008639927609177,0,1,Urban,0,Web,Discount,0
1,5.553928107999748,1,0,Rural,0,Phone,No Offer,0
8,5.1564657423077955,0,1,Surburban,1,Web,No Offer,0
11,5.793166035790887,1,1,Urban,0,Phone,Buy One Get One,0
10,5.932855081000719,0,1,Surburban,1,Web,No Offer,0
7,3.58351893845611,1,0,Surburban,1,Web,No Offer,1
5,4.561009290202322,0,1,Surburban,1,Phone,No Offer,0
4,5.413207332421992,0,1,Surburban,0,Multichannel,Discount,1
4,4.137882864236584,0,1,Surburban,1,Web,Discount,0
2,5.3249106108175575,1,0,Rural,1,Phone,Discount,0
8,6.62087288670092,1,0,Surburban,1,Phone,No Offer,0
10,3.4008639927609177,1,0,Urban,0,Web,Discount,0
5,4.837392401235505,0,1,Rural,0,Web,Buy One Get One,0
9,3.5681232529781366,1,0,Surburban,1,Web,Discount,0
4,5.651260355397091,0,1,Rural,1,Phone,Buy One Get One,0
10,5.236335574192156,0,1,Surburban,1,Web,No Offer,0
12,5.41898512627301,1,1,Surburban,1,Multichannel,Buy One Get One,0
2,5.5027265198059965,0,1,Urban,1,Phone,No Offer,0
7,5.15010733938285,1,0,Surburban,1,Phone,No Offer,0
7,3.6301904577652566,0,1,Urban,0,Phone,Buy One Get One,0
11,3.4008639927609177,0,1,Urban,0,Web,No Offer,0
10,4.637443746538387,0,1,Urban,1,Phone,No Offer,0
10,4.253340627045836,1,0,Rural,0,Web,No Offer,0
10,3.7711504465467307,0,1,Rural,1,Web,No Offer,1
9,3.6336309798834576,1,0,Urban,0,Web,Buy One Get One,0
3,4.650525887708889,1,0,Surburban,0,Phone,Discount,0
5,6.149408025173937,1,0,Urban,0,Phone,Buy One Get One,0
10,6.00047384126557,1,0,Urban,0,Phone,No Offer,0
4,3.4008639927609177,1,0,Surburban,1,Phone,Discount,0
2,5.701446414858653,0,1,Urban,0,Phone,No Offer,0
2,6.317272984132008,1,0,Surburban,1,Phone,No Offer,0
8,5.551834921717229,0,1,Surburban,0,Web,Discount,0
11,3.8273361972609523,0,1,Surburban,0,Web,Discount,0
3,5.818330654173021,1,0,Surburban,0,Phone,Discount,0
9,3.4008639927609177,0,1,Urban,0,Web,No Offer,0
12,6.976740150437088,1,1,Urban,1,Multichannel,Discount,0
7,6.018617545100486,1,1,Urban,0,Multichannel,No Offer,0
8,5.134621273877247,0,1,Rural,1,Phone,No Offer,0
10,4.140432666414855,1,0,Urban,1,Phone,Discount,0
2,6.295487379147815,1,0,Surburban,1,Phone,Discount,0
10,3.4008639927609177,0,1,Rural,0,Phone,Buy One Get One,0
8,6.3894181812656115,0,1,Urban,1,Web,Discount,1
2,5.349105533380142,1,0,Rural,0,Phone,Buy One Get One,0
7,6.161776779776206,0,1,Urban,0,Phone,No Offer,0
11,5.489020367369906,1,0,Urban,0,Multichannel,Buy One Get One,0
4,4.44229825301545,0,1,Surburban,1,Web,No Offer,0
6,5.653295872348943,0,1,Surburban,1,Web,Discount,0
2,6.434771212643022,1,1,Surburban,1,Multichannel,Buy One Get One,1
3,5.616371017645232,1,1,Surburban,0,Phone,Buy One Get One,1
11,5.282187984618153,1,0,Urban,1,Web,Discount,0
8,3.4008639927609177,0,1,Rural,0,Web,No Offer,1
9,4.151039905898646,1,0,Surburban,1,Web,Buy One Get One,0
9,6.604932495595797,1,1,Urban,1,Phone,No Offer,0
10,3.4008639927609177,1,0,Urban,0,Web,No Offer,0
2,4.728714372079547,1,0,Urban,0,Phone,Buy One Get One,0
1,4.909340575944674,1,0,Urban,1,Web,Buy One Get One,0
5,5.98196961254618,1,0,Urban,1,Phone,Buy One Get One,1
9,3.4008639927609177,1,0,Urban,1,Phone,Buy One Get One,0
12,4.026422545736642,1,0,Urban,0,Phone,Discount,0
3,4.552612935249416,1,0,Rural,1,Web,Discount,0
11,5.2717680313145,0,1,Rural,0,Web,No Offer,0
9,5.094670023039329,1,0,Rural,0,Phone,No Offer,0
9,4.997414955925401,1,0,Rural,1,Web,Buy One Get One,0
2,5.201531097860345,0,1,Surburban,0,Phone,No Offer,0
10,5.64112662462513,1,0,Urban,0,Web,Discount,0
5,6.596449688920901,1,1,Rural,1,Phone,No Offer,0
4,4.083620598859125,0,1,Rural,1,Phone,No Offer,0
6,4.794881041213901,0,1,Surburban,0,Web,Buy One Get One,0
2,6.081510897237208,0,1,Surburban,0,Phone,Buy One Get One,0
8,3.785098311854479,0,1,Surburban,0,Phone,No Offer,0
3,6.555001209786641,1,1,Urban,1,Multichannel,Buy One Get One,0
1,6.313548046277095,1,0,Surburban,1,Phone,Buy One Get One,0
11,5.35823585675928,1,0,Urban,1,Phone,No Offer,0
11,5.817230200496646,0,1,Urban,1,Web,Discount,0
10,5.092768123634778,1,0,Urban,0,Phone,No Offer,0
1,5.4514675460417115,0,1,Rural,1,Web,Buy One Get One,0
9,3.4008639927609177,0,1,Urban,0,Phone,Buy One Get One,0
7,3.7539647007698704,1,0,Urban,1,Web,Discount,0
5,5.415566926598276,1,0,Urban,0,Multichannel,No Offer,0
5,4.840321356426578,0,1,Urban,0,Web,Buy One Get One,0
10,5.447340637940477,1,0,Surburban,0,Phone,No Offer,0
2,5.413296474871686,1,0,Surburban,0,Web,Buy One Get One,0
10,4.276249365519713,1,0,Surburban,0,Phone,Buy One Get One,0
10,5.144758178421734,1,0,Surburban,1,Web,Discount,0
11,3.607126952241677,1,0,Surburban,0,Web,Buy One Get One,0
10,3.9564225927248304,0,1,Urban,1,Web,Discount,1
1,5.431798757922517,1,0,Urban,0,Web,Buy One Get One,1
1,6.408907631975554,1,1,Rural,1,Multichannel,Buy One Get One,0
5,3.459151774922711,1,0,Urban,0,Web,Buy One Get One,0
1,3.4651107074058083,1,0,Urban,0,Web,Discount,0
9,5.768508478217845,0,1,Surburban,0,Multichannel,Discount,1
1,5.456858394676588,1,1,Urban,0,Web,No Offer,0
6,5.5722300749138185,0,1,Urban,1,Web,Discount,0
4,5.227680286948596,0,1,Surburban,1,Phone,Buy One Get One,0
3,4.3134800921387715,1,0,Surburban,1,Phone,Buy One Get One,0
1,7.012196372100568,1,0,Rural,1,Web,Discount,0
7,4.7391764658358255,0,1,Urban,1,Phone,Discount,0
3,4.821571056434909,0,1,Urban,0,Web,Buy One Get One,1
1,6.138072566744072,1,1,Urban,0,Multichannel,Buy One Get One,0
1,4.64736723468788,0,1,Surburban,1,Web,Discount,0
2,4.064400685849028,0,1,Urban,1,Phone,No Offer,0
7,5.541185110709976,0,1,Urban,0,Multichannel,No Offer,0
9,6.808244288113202,0,1,Surburban,1,Multichannel,Discount,0
9,5.585936937046611,1,0,Rural,0,Web,Buy One Get One,0
4,5.761013108110473,1,0,Surburban,0,Multichannel,No Offer,0
5,5.032070574816321,1,0,Urban,0,Web,Buy One Get One,0
2,3.4375293109095457,1,0,Urban,0,Web,Buy One Get One,0
3,4.759263721325492,1,0,Urban,1,Phone,No Offer,0
9,5.491661286623727,0,1,Rural,1,Phone,No Offer,1
5,5.698635920503322,0,1,Urban,1,Web,Discount,0
10,3.4008639927609177,1,0,Urban,0,Phone,Buy One Get One,0
8,3.4008639927609177,1,0,Rural,0,Web,Discount,1
7,5.974267522279461,0,1,Surburban,0,Phone,Discount,0
5,6.368255794631539,1,1,Surburban,1,Phone,Buy One Get One,0
11,4.894401058429723,0,1,Urban,0,Web,No Offer,0
4,5.814906350203132,0,1,Surburban,1,Multichannel,Discount,0
7,4.641212777335021,0,1,Rural,0,Phone,Buy One Get One,0
9,3.4008639927609177,0,1,Surburban,0,Phone,Discount,0
3,5.219977375096785,1,0,Surburban,0,Web,Discount,0
6,5.32242444189127,0,1,Surburban,1,Multichannel,No Offer,0
10,3.4008639927609177,0,1,Surburban,1,Web,Discount,1
1,6.977915468887762,1,1,Rural,1,Multichannel,No Offer,0
3,3.4008639927609177,1,0,Urban,0,Web,Discount,0
7,3.5336865647082343,0,1,Surburban,1,Web,Buy One Get One,0
10,3.856933039110186,1,0,Rural,1,Web,Buy One Get One,0
1,6.22027202804663,1,0,Urban,1,Multichannel,Buy One Get One,0
8,5.70171366948709,1,1,Surburban,0,Web,No Offer,0
2,4.599152113662528,0,1,Urban,1,Web,Buy One Get One,0
9,3.4008639927609177,0,1,Surburban,1,Phone,Discount,0
9,5.061074890854325,0,1,Rural,0,Web,No Offer,0
5,6.09746735645105,1,0,Surburban,0,Multichannel,Buy One Get One,0
3,4.997550054547601,1,0,Rural,0,Phone,Buy One Get One,0
3,5.828975028942396,1,0,Surburban,1,Web,Buy One Get One,0
4,5.1234281215713775,1,0,Rural,0,Phone,No Offer,1
3,3.4008639927609177,1,0,Urban,1,Web,Buy One Get One,0
11,3.714790835898437,1,0,Surburban,1,Web,Discount,0
12,4.426521874560433,0,1,Urban,1,Web,No Offer,0
5,6.165732930640055,1,0,Surburban,0,Web,No Offer,1
4,5.8590182798076755,1,0,Rural,0,Web,Discount,0
10,5.859588925794401,0,1,Urban,0,Web,Buy One Get One,1
2,5.213630558380843,1,0,Urban,0,Web,Buy One Get One,0
